#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P0DTC7	uniprotkb:P53007	intact:EBI-25475903	intact:EBI-359163|uniprotkb:A8K8E8|uniprotkb:Q9BSK6	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:txtp_human(display_long)|uniprotkb:SLC25A1(gene name)|psi-mi:SLC25A1(display_short)|uniprotkb:SLC20A3(gene name synonym)|uniprotkb:Citrate transport protein(gene name synonym)|uniprotkb:Tricarboxylate carrier protein(gene name synonym)|uniprotkb:Solute carrier family 25 member 1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:Q96EY1	intact:EBI-25475903	intact:EBI-356767|uniprotkb:B4DI33|uniprotkb:E7ES32|uniprotkb:B2RAJ5|uniprotkb:O75472|uniprotkb:Q8WUJ6|uniprotkb:Q8WXJ3|uniprotkb:Q96D76|uniprotkb:Q96IV1|uniprotkb:Q9NYH8	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:dnja3_human(display_long)|uniprotkb:DNAJA3(gene name)|psi-mi:DNAJA3(display_short)|uniprotkb:TID1(gene name synonym)|uniprotkb:HCA57(gene name synonym)|uniprotkb:Tumorous imaginal discs protein Tid56 homolog(gene name synonym)|uniprotkb:DnaJ protein Tid-1(gene name synonym)|uniprotkb:Hepatocellular carcinoma-associated antigen 57(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:P50402	intact:EBI-25475903	intact:EBI-489887|uniprotkb:Q6FI02	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:emd_human(display_long)|uniprotkb:EDMD(gene name synonym)|uniprotkb:STA(gene name synonym)|uniprotkb:EMD(gene name)|psi-mi:EMD(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:O43852	intact:EBI-25475903	intact:EBI-1171069|intact:EBI-2554631|uniprotkb:B3KPG9|uniprotkb:D6QS48|uniprotkb:D6QS49|uniprotkb:D6QS50|uniprotkb:D6QS51|uniprotkb:D6QS52|uniprotkb:D6QS53|uniprotkb:D6QS54|uniprotkb:D6QS55|uniprotkb:D6QS56|uniprotkb:D6QS57|uniprotkb:D6QS58|uniprotkb:D6QS59|uniprotkb:F5H1Q9|uniprotkb:F5H879|uniprotkb:O60456|uniprotkb:Q6FHB9|uniprotkb:Q96RL3|uniprotkb:Q9NR43	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:calu_human(display_long)|uniprotkb:CALU(gene name)|psi-mi:CALU(display_short)|uniprotkb:Crocalbin(gene name synonym)|uniprotkb:IEF SSP 9302(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:Q9H936	intact:EBI-25475903	intact:EBI-1050588|uniprotkb:C9J1H6|uniprotkb:E9PJD3|uniprotkb:E9PKB2|uniprotkb:E9PL68|uniprotkb:E9PN26|uniprotkb:E9PNQ3|uniprotkb:E9PP01|uniprotkb:E9PR97|uniprotkb:A8K366|uniprotkb:Q8TBU8	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:ghc1_human(display_long)|uniprotkb:"Glutamate/H(+) symporter 1"(gene name synonym)|uniprotkb:Solute carrier family 25 member 22(gene name synonym)|uniprotkb:SLC25A22(gene name)|psi-mi:SLC25A22(display_short)|uniprotkb:GC1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:P62195	intact:EBI-25475903	intact:EBI-357745|uniprotkb:A8K3Z3|uniprotkb:A8K763|uniprotkb:O35051|uniprotkb:O43208|uniprotkb:P52915|uniprotkb:P47210|uniprotkb:P52916	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:prs8_human(display_long)|uniprotkb:PSMC5(gene name)|psi-mi:PSMC5(display_short)|uniprotkb:SUG1(gene name synonym)|uniprotkb:Proteasome 26S subunit ATPase 5(gene name synonym)|uniprotkb:Proteasome subunit p45(gene name synonym)|uniprotkb:p45/SUG(gene name synonym)|uniprotkb:Thyroid hormone receptor-interacting protein 1(gene name synonym)|uniprotkb:26S proteasome AAA-ATPase subunit RPT6(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:P30876	intact:EBI-25475903	intact:EBI-394712|uniprotkb:A8K1A8|uniprotkb:Q8IZ61	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:rpb2_human(display_long)|uniprotkb:POLR2B(gene name)|psi-mi:POLR2B(display_short)|uniprotkb:DNA-directed RNA polymerase II subunit B(gene name synonym)|uniprotkb:RNA polymerase II subunit B2(gene name synonym)|uniprotkb:RNA polymerase II subunit 2(gene name synonym)|uniprotkb:DNA-directed RNA polymerase II 140 kDa polypeptide(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:Q99615	intact:EBI-25475903	intact:EBI-357552|uniprotkb:Q7Z784	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:dnjc7_human(display_long)|uniprotkb:DNAJC7(gene name)|psi-mi:DNAJC7(display_short)|uniprotkb:TPR2(gene name synonym)|uniprotkb:TTC2(gene name synonym)|uniprotkb:Tetratricopeptide repeat protein 2(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:P55786	intact:EBI-25475903	intact:EBI-1046129|uniprotkb:B7Z463|uniprotkb:Q6P145|uniprotkb:Q9NP16|uniprotkb:Q9UEM2	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:psa_human(display_long)|uniprotkb:NPEPPS(gene name)|psi-mi:NPEPPS(display_short)|uniprotkb:PSA(gene name synonym)|uniprotkb:Cytosol alanyl aminopeptidase(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:P57678	intact:EBI-25475903	intact:EBI-356700|uniprotkb:Q9UG32|uniprotkb:Q9Y4Q2|intact:EBI-1058464|uniprotkb:Q9NZS7	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:gemi4_human(display_long)|uniprotkb:GEMIN4(gene name)|psi-mi:GEMIN4(display_short)|uniprotkb:Component of gems 4(gene name synonym)|uniprotkb:p97(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:Q00325	intact:EBI-25475903	intact:EBI-358549|uniprotkb:Q7Z7N7|uniprotkb:B3KS34|uniprotkb:Q96A03	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:mpcp_human(display_long)|uniprotkb:SLC25A3(gene name)|psi-mi:SLC25A3(display_short)|uniprotkb:PHC(gene name synonym)|uniprotkb:OK/SW-cl.48(orf name)|uniprotkb:Phosphate transport protein(gene name synonym)|uniprotkb:Solute carrier family 25 member 3(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:O75746	intact:EBI-25475903	intact:EBI-1047585|uniprotkb:B3KR64|uniprotkb:Q96AM8|intact:EBI-2802067	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:cmc1_human(display_long)|uniprotkb:SLC25A12(gene name)|psi-mi:SLC25A12(display_short)|uniprotkb:ARALAR1(gene name synonym)|uniprotkb:Mitochondrial aspartate glutamate carrier 1(gene name synonym)|uniprotkb:Solute carrier family 25 member 12(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:O15027	intact:EBI-25475903	intact:EBI-357515|intact:EBI-10967582|intact:EBI-21024388|uniprotkb:Q5SXP0|uniprotkb:Q5SXP1|uniprotkb:Q8N347|uniprotkb:Q96HP1|uniprotkb:J3KNL6|uniprotkb:Q4G0D7|intact:EBI-1384174|uniprotkb:A1YCA4	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:sc16a_human(display_long)|uniprotkb:KIAA0310(gene name synonym)|uniprotkb:SEC16(gene name synonym)|uniprotkb:SEC16L(gene name synonym)|uniprotkb:SEC16 homolog A(gene name synonym)|uniprotkb:SEC16A(gene name)|psi-mi:SEC16A(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:P34932	intact:EBI-25475903	intact:EBI-356933|uniprotkb:Q9BUK9|uniprotkb:Q2TAL4|uniprotkb:O95756	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:hsp74_human(display_long)|uniprotkb:HSPA4(gene name)|psi-mi:HSPA4(display_short)|uniprotkb:APG2(gene name synonym)|uniprotkb:Heat shock 70-related protein APG-2(gene name synonym)|uniprotkb:HSP70RY(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:Q15008	intact:EBI-25475903	intact:EBI-359701|uniprotkb:Q6UV22|uniprotkb:E9PHI9|uniprotkb:A8K2E0	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:psmd6_human(display_long)|uniprotkb:PSMD6(gene name)|psi-mi:PSMD6(display_short)|uniprotkb:KIAA0107(gene name synonym)|uniprotkb:PFAAP4(gene name synonym)|uniprotkb:26S proteasome regulatory subunit S10(gene name synonym)|uniprotkb:p42A(gene name synonym)|uniprotkb:Proteasome regulatory particle subunit p44S10(gene name synonym)|uniprotkb:Phosphonoformate immuno-associated protein 4(gene name synonym)|uniprotkb:Breast cancer-associated protein SGA-113M(gene name synonym)|uniprotkb:26S proteasome regulatory subunit RPN7(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:Q9UNM6	intact:EBI-25475903	intact:EBI-356070|intact:EBI-1058479|uniprotkb:B3KT15|uniprotkb:Q53XU2|uniprotkb:O75831|uniprotkb:Q9UNV3	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:psd13_human(display_long)|uniprotkb:PSMD13(gene name)|psi-mi:PSMD13(display_short)|uniprotkb:26S proteasome regulatory subunit S11(gene name synonym)|uniprotkb:26S proteasome regulatory subunit p40.5(gene name synonym)|uniprotkb:26S proteasome regulatory subunit RPN9(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:O95071	intact:EBI-25475903	intact:EBI-358329|intact:EBI-10967451|uniprotkb:J3KMW7|uniprotkb:B2RP24|uniprotkb:O94970|uniprotkb:Q9NPL3	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:ubr5_human(display_long)|uniprotkb:UBR5(gene name)|psi-mi:UBR5(display_short)|uniprotkb:HYD(gene name synonym)|uniprotkb:KIAA0896(gene name synonym)|uniprotkb:EDD(gene name synonym)|uniprotkb:EDD1(gene name synonym)|uniprotkb:E3 ubiquitin-protein ligase, HECT domain-containing 1(gene name synonym)|uniprotkb:Hyperplastic discs protein homolog(gene name synonym)|uniprotkb:Progestin-induced protein(gene name synonym)|uniprotkb:HECT-type E3 ubiquitin transferase UBR5(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:O60884	intact:EBI-25475903	intact:EBI-352957|uniprotkb:B2R7L7|uniprotkb:O14711	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:dnja2_human(display_long)|uniprotkb:DNAJA2(gene name)|psi-mi:DNAJA2(display_short)|uniprotkb:HIRIP4(gene name synonym)|uniprotkb:CPR3(gene name synonym)|uniprotkb:HIRA-interacting protein 4(gene name synonym)|uniprotkb:Cell cycle progression restoration gene 3 protein(gene name synonym)|uniprotkb:Dnj3(gene name synonym)|uniprotkb:Renal carcinoma antigen NY-REN-14(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:P62191	intact:EBI-25475903	intact:EBI-357598|uniprotkb:Q6NW36|uniprotkb:B4DR63|uniprotkb:P49014|uniprotkb:Q03527|uniprotkb:Q6IAW0|uniprotkb:Q96AZ3	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:prs4_human(display_long)|uniprotkb:PSMC1(gene name)|psi-mi:PSMC1(display_short)|uniprotkb:26S proteasome AAA-ATPase subunit RPT2(gene name synonym)|uniprotkb:Proteasome 26S subunit ATPase 1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:P05023	intact:EBI-25475903	intact:EBI-358778|uniprotkb:B7Z2T5|uniprotkb:F5H3A1|intact:EBI-10963133|uniprotkb:B2RBR6|uniprotkb:Q9UCN1|uniprotkb:B7Z3U6|uniprotkb:Q16689|uniprotkb:Q6LDM4|uniprotkb:Q9UJ20|uniprotkb:Q9UJ21	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:at1a1_human(display_long)|uniprotkb:ATP1A1(gene name)|psi-mi:ATP1A1(display_short)|uniprotkb:Sodium pump subunit alpha-1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:P51665	intact:EBI-25475903	intact:EBI-357659|uniprotkb:D3DWS9|uniprotkb:Q6PKI2|uniprotkb:Q96E97	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:psmd7_human(display_long)|uniprotkb:PSMD7(gene name)|psi-mi:PSMD7(display_short)|uniprotkb:MOV34L(gene name synonym)|uniprotkb:26S proteasome regulatory subunit RPN8(gene name synonym)|uniprotkb:26S proteasome regulatory subunit S12(gene name synonym)|uniprotkb:Proteasome subunit p40(gene name synonym)|uniprotkb:Mov34 protein homolog(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:P53618	intact:EBI-25475903	intact:EBI-359063|uniprotkb:D3DQX0|uniprotkb:Q9UNW7|uniprotkb:Q6GTT7|uniprotkb:Q9NTK2	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:copb_human(display_long)|uniprotkb:COPB1(gene name)|psi-mi:COPB1(display_short)|uniprotkb:COPB(gene name synonym)|uniprotkb:MSTP026(orf name)|uniprotkb:Beta-coat protein(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:Q9NZ01	intact:EBI-25475903	intact:EBI-2877718|uniprotkb:Q9BWK3|uniprotkb:Q6IBB2|uniprotkb:O75350|uniprotkb:Q9Y6P0|uniprotkb:B2RD55	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:tecr_human(display_long)|uniprotkb:TECR(gene name)|psi-mi:TECR(display_short)|uniprotkb:GPSN2(gene name synonym)|uniprotkb:SC2(gene name synonym)|uniprotkb:Synaptic glycoprotein SC2(gene name synonym)|uniprotkb:Trans-2,3-enoyl-CoA reductase(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:P35998	intact:EBI-25475903	intact:EBI-359710|uniprotkb:B7Z5E2|uniprotkb:A4D0Q1|uniprotkb:Q3LIA5|uniprotkb:Q9UDI3	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:prs7_human(display_long)|uniprotkb:PSMC2(gene name)|psi-mi:PSMC2(display_short)|uniprotkb:MSS1(gene name synonym)|uniprotkb:Proteasome 26S subunit ATPase 2(gene name synonym)|uniprotkb:Protein MSS1(gene name synonym)|uniprotkb:26S proteasome AAA-ATPase subunit RPT1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
